params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",26.561267120412595,100,-0.07834136221864745,-0.07577504148109335,-0.11842105263157894,-0.058599999999999985,0.010889360088835584
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",12.435327661849442,100,-0.09224252199743287,-0.09040137671470311,-0.19,-0.06814814814814814,0.015983908694675437
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",16.209929892782384,100,-0.08735536167884492,-0.08535484756414988,-0.12093023255813952,-0.07379999999999999,0.008168611157323853
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",16.087982053230007,100,-0.08711512450160804,-0.08512559650053021,-0.12571428571428572,-0.071,0.009496624319662217
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",15.502680943403902,100,-0.08388098107910644,-0.08342571386804405,-0.11636363636363632,-0.060775862068965514,0.010559337468062584
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",16.090179559385433,100,-0.07770303610052698,-0.07616044535283992,-0.09812499999999999,-0.06269999999999999,0.008667281113874856
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",17.273493251977925,100,-0.0804991336729046,-0.07871332317517146,-0.1125,-0.06239999999999999,0.009776796793207403
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",16.079911013694073,100,-0.07625275807806102,-0.0736,-0.11372549019607842,-0.062299999999999994,0.010468618773022381
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",15.074097072507357,100,-0.07990652840339084,-0.07671168831168831,-0.10666666666666667,-0.06435045317220543,0.009766209184716487
"{""alpha"": 0.5, ""q_init"": 0.1, ""epsilon"": 0.9, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",13.399005339320865,100,-0.076655323342003,-0.07357719546742209,-0.1272727272727273,-0.061599999999999995,0.011484051149327927
